"Tullibardine 500 Sherry Finish","8.25","0.29","6","$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Tullibardine Aged Oak Edition","8.05","0.43","9","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Tullibardine Sovereign","8.19","0.25","9","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Tullibardine Vintage 1993","8.27","0.44","10","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Tyrconnell 10yo Madeira Cask Finish","8.56","0.38","10","$$$$","SingleMalt-like","EF","E","Ireland","Malt"
"Tyrconnell 10yo Port Cask Finish","8.55","0.37","10","$$$$","SingleMalt-like","ABC","B","Ireland","Malt"
"Tyrconnell 10yo Sherry Cask Finish","8.31","0.16","5","$$$$","SingleMalt-like","ABC","B","Ireland","Malt"
"Tyrconnell Single Malt Irish Whiskey","8.17","0.38","14","$$","SingleMalt-like","GH","H","Ireland","Malt"
"Wemyss Malts Kiln Embers","8.78","0.1","3","$$$","SingleMalt-like","J","J","Scotland","Malt"
"Wemyss Malts Peat Chimney","8.48","0.36","12","$$$","SingleMalt-like","I","I","Scotland","Malt"
"Wemyss Malts Smooth Gentleman","8.30","0.09","3","$$$","SingleMalt-like","EF","E","Scotland","Malt"
"Wemyss Malts The Hive","8.41","0.21","13","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Wemyss Malts The Rockpool","8.91","0.28","3","$$$","SingleMalt-like","I","I","Scotland","Malt"
"Wemyss Malts The Spice King","8.42","0.3","12","$$$","SingleMalt-like","ABC","C","Scotland","Malt"
"Wemyss Malts Velvet Fig","8.27","1.11","5","$$$","SingleMalt-like","ABC","A","Scotland","Malt"
"Westland American Single Malt","8.61","0.34","11","$$$$","SingleMalt-like","EF","E","USA","Malt"
"Westland Garryana","8.70","0.17","5","$$$$$","SingleMalt-like","GH","G","USA","Malt"
"Westland Peated","8.54","0.59","8","$$$$","SingleMalt-like","I","I","USA","Malt"
"Westland Sherry Wood","8.38","0.53","12","$$$$","SingleMalt-like","ABC","B","USA","Malt"
"Westland Winter 2016","8.53","0.68","3","$$$$","SingleMalt-like","ABC","C","USA","Malt"
"White Oak Akashi 14yo","8.85","0.52","3","$$$$$+","SingleMalt-like","ABC","C","Japan","Malt"
"White Oak Akashi 5yo","8.23","0.59","8","$$$$$","SingleMalt-like","GH","G","Japan","Malt"
"White Oak Akashi Single Malt (NAS)","7.95","0.48","7","$$$$","SingleMalt-like","GH","G","Japan","Malt"
"Wolfburn (NAS)","8.31","0.37","9","$$$","SingleMalt-like","GH","G","Scotland","Malt"
"Yamazaki 12yo","8.63","0.28","21","$$$$","SingleMalt-like","GH","G","Japan","Malt"
"Yamazaki 18yo","9.14","0.21","20","$$$$$","SingleMalt-like","ABC","C","Japan","Malt"
"Yamazaki Bourbon Barrel","8.8","0.23","9","$$$$$","SingleMalt-like","GH","G","Japan","Malt"
"Yamazaki Distiller's Reserve","8.67","0.26","5","$$$$","SingleMalt-like","EF","E","Japan","Malt"
"Yamazaki Limited Edition 2016","8.92","0.26","3","$$$$$+","SingleMalt-like","EF","E","Japan","Malt"
"Yamazaki Mizunara","8.96","0.2","8","$$$$$+","SingleMalt-like","EF","E","Japan","Malt"
"Yamazaki NAS","8.46","0.24","6","$$$$","SingleMalt-like","GH","G","Japan","Malt"
"Yamazaki Puncheon","8.65","0.23","10","$$$$$","SingleMalt-like","GH","G","Japan","Malt"
"Yamazaki Sherry Cask (all vintages)","9.08","0.29","11","$$$$$+","SingleMalt-like","ABC","A","Japan","Malt"
